	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
3650	22:38:00	Wednesday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
3651	17:15:00	Monday	31-50	Male	Elementary school	Employee	5-10yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	1	Reversing	Not a Pedestrian	No priority to vehicle	Slight Injury
3652	10:30:00	Saturday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Office areas	One way	Tangent road with flat terrain	No junction	Gravel roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	2	Other	Not a Pedestrian	No priority to vehicle	Slight Injury
3653	19:15:00	Sunday	18-30	Male	Junior high school	Employee	Above 10yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Turnover	Not a Pedestrian	No priority to vehicle	Serious Injury
3654	16:39:00	Friday	18-30	Male	Elementary school	Owner	Above 10yr	Owner	Other	One way	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
3655	16:39:00	Friday	18-30	Male	Junior high school	Owner	5-10yr	Owner	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
3656	16:44:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
3657	16:44:00	Sunday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
3658	16:20:00	Thursday	Over 51	Male	Junior high school	Employee	Below 1yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle	Changing lane to the left	Slight Injury
3659	18:49:00	Wednesday	Under 18	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
3660	18:49:00	Wednesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No priority to pedestrian	Slight Injury
3661	8:18:00	Friday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	 Outside rural areas	Two-way (divided with broken lines road marking)	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
3662	8:18:00	Friday	Over 51	Male	High school	Employee	Above 10yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
3663	9:31:00	Monday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	other	Tangent road with mountainous terrain and	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with pedestrians	1	1	Other	Not a Pedestrian	No distancing	Serious Injury
3664	16:30:00	Friday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	 Church areas	Two-way (divided with broken lines road marking)	Steep grade downward with mountainous terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
3665	21:00:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	other	Tangent road with mountainous terrain and	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
3666	21:00:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Governmental	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	No distancing	Slight Injury
3667	18:00:00	Friday	18-30	Female	Junior high school	Employee	5-10yr	Owner	School areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
3668	20:13:00	Monday	Under 18	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Collision with roadside objects	2	1	Moving Backward	Not a Pedestrian	Getting off the vehicle improperly	Slight Injury
3669	20:13:00	Monday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	other	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	No priority to pedestrian	Slight Injury
3670	4:45:00	Saturday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Rural village areasOffice areas	other	Tangent road with flat terrain	No junction	Other	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
3671	4:45:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	No distancing	Slight Injury
3672	8:12:00	Thursday	18-30	Male	Elementary school	Employee	Below 1yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
3673	9:45:00	Thursday	18-30	Female	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	T Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	No distancing	Slight Injury
3674	9:45:00	Thursday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	T Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
3675	13:24:00	Thursday	Over 51	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Other	Not a Pedestrian	Overtaking	Slight Injury
3676	12:42:00	Saturday	18-30	Male	Writing & reading	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	1	1	Stopping	Not a Pedestrian	Driving carelessly	Slight Injury
3677	11:50:00	Friday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Other	Not a Pedestrian	Moving Backward	Serious Injury
3678	14:50:00	Friday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Other	Other	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Other	Not a Pedestrian	No distancing	Slight Injury
3679	14:50:00	Friday	18-30	Male	Elementary school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Other	Not a Pedestrian	Overtaking	Slight Injury
3680	14:50:00	Friday	18-30	Male	Elementary school	Employee	Above 10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
3681	14:50:00	Friday	18-30	Male	Elementary school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Rollover	2	3	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
3682	16:15:00	Wednesday	18-30	Male	High school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
3683	16:15:00	Wednesday	Over 51	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
3684	23:50:00	Saturday	Over 51	Male	Above high school	Employee	Above 10yr	Owner	School areas	Undivided Two way	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
3685	23:50:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with mild grade and flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
3686	15:20:00	Tuesday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
3687	15:20:00	Tuesday	31-50	Male	High school	Employee	1-2yr	Owner	 Church areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
3688	14:52:00	Tuesday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Y Shape	Other	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
3689	14:52:00	Tuesday	Under 18	Male	Junior high school	Employee	Below 1yr	Owner	Other	One way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Driving under the influence of drugs	Serious Injury
3690	19:35:00	Tuesday	Over 51	Male	Junior high school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Serious Injury
3691	19:35:00	Tuesday	31-50	Male	Elementary school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	2	1	Reversing	Not a Pedestrian	Changing lane to the left	Serious Injury
3692	17:35:00	Saturday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	8	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
3693	17:35:00	Saturday	31-50	Male	Junior high school	Employee	1-2yr	Owner	Office areas	Two-way (divided with solid lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads with some distress	Dry	Daylight	Normal	Collision with roadside objects	2	8	Other	Not a Pedestrian	No distancing	Slight Injury
3694	17:35:00	Saturday	31-50	Male	Elementary school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads with some distress	Dry	Daylight	Normal	Vehicle with vehicle collision	2	8	Other	Not a Pedestrian	Changing lane to the right	Slight Injury
3695	17:35:00	Saturday	31-50	Male	High school	Employee	1-2yr	Owner	Office areas	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	8	Getting off	Not a Pedestrian	Moving Backward	Slight Injury
3696	17:35:00	Saturday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	8	Going straight	Not a Pedestrian	No distancing	Slight Injury
3697	17:35:00	Saturday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	2	8	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
3698	17:35:00	Saturday	18-30	Male	High school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	8	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
3699	17:35:00	Saturday	18-30	Male	Elementary school	Owner	5-10yr	Owner	Office areas	One way	Tangent road with flat terrain	Crossing	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	8	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
3700	14:50:00	Thursday	18-30	Female	Elementary school	Employee	Below 1yr	Owner	School areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Turnover	Not a Pedestrian	Moving Backward	Slight Injury
3701	14:50:00	Thursday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	One way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Rollover	2	1	Entering a junction	Not a Pedestrian	Overtaking	Slight Injury
3702	16:40:00	Tuesday	31-50	Male	Elementary school	Owner	5-10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	1	1	Entering a junction	Not a Pedestrian	Driving carelessly	Slight Injury
3703	19:04:00	Thursday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Entering a junction	Not a Pedestrian	Changing lane to the left	Slight Injury
3704	20:36:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	1	1	Entering a junction	Not a Pedestrian	Driving under the influence of drugs	Fatal injury
